spectrum	SMILES	Known	InChIKey14	MassBank rank	MetFrag rank	SIRIUS rank	Spec2Mol rank	adduct_sirius	adduct_metfrag	RT_exp	CCS_exp	CCS_pred	CCS_match	RT_pred	Exp. RTI	Pred RTI	Applicability Domain	RT_box	RT_match
Candidate_195.0875	COc1ccc(Br)c2cc(N)ncc12	Known	LRIFNGNTKRMFFU				6			5.16	137.56	145.7	FALSE	8.67	213.14	400.88	"Although there is error, exp. & pred. tR are accepted for this candidate (box2)"	box2	TRUE
Candidate_195.0875	COc1ccc2c(c1Cl)CC(=O)N2	Known	WRHGQUDBASFCQC				7			5.16	137.56	137.2	TRUE	6.05	213.14	261.02	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_195.0875	COc1ccnc2cc(Br)c(N)cc12	Known	ZTGQBFUJFFWAID				9			5.16	137.56	145.7	FALSE	6.61	213.14	290.71	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_195.0875	COc1ccc(Cl)c2nc(C)ccc12	Known	OYKLZGWQSGPMIW				10			5.16	137.56	137.7	TRUE	11.12	213.14	532.08	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_198.9398	CNC(=O)CSP(=S)(OC)OC	Unknown	MCWXGJITAZMZEV	1						1.46	141.55	140.5	TRUE	6.97	15.19	310.01	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_198.9398	CC(=O)OCC12CCC(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2	Unknown	AUGQEEXBDZWUJY	4						1.46	141.55	180.4	FALSE	9.98	15.19	471.04	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_198.9398	CC(=O)OCC12C(C=C(C)C(O)C1O)OC1C(OC(C)=O)CC2(C)C12CO2	Unknown	JSKXQQKSUOVSKS	5						1.46	141.55	183.5	FALSE	7.56	15.19	341.34	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_198.9398	CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(O)C2(C)C12CO2	Unknown	PNKLMTPXERFKEN	6						1.46	141.55	195.3	FALSE	11.96	15.19	576.91	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_198.9398	CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2	Unknown	BXFOFFBJRFZBQZ	8						1.46	141.55	207.4	FALSE	12.24	15.19	592	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_198.9398	CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21	Unknown	PCZOHLXUXFIOCF	9						1.46	141.55	197.5	FALSE	16.64	15.19	827.38	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_198.9398	CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21	Unknown	RYMZZMVNJRMUDD	10						1.46	141.55	202.4	FALSE	17.04	15.19	848.78	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_198.9398	[B]CPCC(C)(CC)CC	Unknown	LTNYOTDMGQGRHZ		1				[M+K]+	1.46	141.55	168.8	FALSE	13.1	15.19	637.87	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_198.9398	CC(C)(C)P1BCCCC1	Unknown	ZZHXYTTWVDTZMS		2				[M+K]+	1.46	141.55	158.9	FALSE	14.01	15.19	686.78	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_198.9398	C[Si](C)O[Si]OC(N)CN	Unknown	MYMDDFZUTULWCU		4				[M+]+	1.46	141.55			1.53	15.19	18.86	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_198.9398	CCCC1CN(O)C1OC(C)=O	Unknown	CVQKTZAKUFIWOR		5				[M+Na]+	1.46	141.55	167.8	FALSE	8.13	15.19	371.9	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_198.9398	CCOC(=O)C1CCCN(O)C1	Unknown	YXDSXYLNJXBQFK		6				[M+Na]+	1.46	141.55	147.4	FALSE	5.18	15.19	214.47	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_198.9398	CCOC(=O)C1CCCCN1O	Unknown	IPIPIUQVLWLMSB		7				[M+Na]+	1.46	141.55	147.4	FALSE	6.37	15.19	277.95	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_198.9398	CCOC(=O)C1CCN(O)CC1	Unknown	NCGZJLARPPZIEM		8				[M+Na]+	1.46	141.55	147.4	FALSE	5.07	15.19	208.4	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_198.9398	CC(=O)OCCC1(C)CCN1O	Unknown	YPXHLZMWXOPJKX		9				[M+Na]+	1.46	141.55	163.8	FALSE	5.69	15.19	241.58	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_198.9398	C[O+]=C1CCC(=[N+]([O-])O)C1(C)C	Unknown	UTYMWDWNWUWAFU		10				[M+Na]+	1.46	141.55	155.4	FALSE	8.5	15.19	391.83	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_198.9398	C#CC1=CSP(C)(=O)O1	Unknown	BMPXLVSDQIHIIO			1		[M + K]+		1.46	141.55	151.8	FALSE	5.24	15.19	217.56	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_198.9398	C#CC1=COP(C)(=S)O1	Unknown	DLLXUKYGPYCSHB			2		[M + K]+		1.46	141.55	153.1	FALSE	7.62	15.19	344.62	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_198.9398	C#CC1=COP(C)(=O)S1	Unknown	FTXBZVCVOFLCHD			3		[M + K]+		1.46	141.55	151.8	FALSE	3.99	15.19	150.59	"Although there is error, exp. & pred. tR are accepted for this candidate (box2)"	box2	TRUE
Candidate_198.9398	NC(=S)O[P+](=O)OC(N)=S	Unknown	QBNXZLHLRXLQKL			4		[M + H]+		1.46	141.55	129.4	FALSE	5.97	15.19	256.72	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_198.9398	O=C(O)Pc1ccsc1	Unknown	PCOQVMBFVCBLFK			5		[M + K]+		1.46	141.55	148	FALSE	7.46	15.19	336.45	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_198.9398	C#CC1=CCP(=O)(O)S1	Unknown	QXIUHNPNDQQQIN			6		[M + K]+		1.46	141.55	151.5	FALSE	3.02	15.19	98.84	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_198.9398	C#CC1=COP(O)(=S)C1	Unknown	CHAFHWXTBLHHQR			7		[M + K]+		1.46	141.55	152.5	FALSE	4.36	15.19	170.14	"Although there is error, exp. & pred. tR are accepted for this candidate (box2)"	box2	TRUE
Candidate_198.9398	O=[P+](O)Cc1ccsc1	Unknown	MOOOQVHHQMPBIS			8		[M + K]+		1.46	141.55	141.1	TRUE	4.3	15.19	166.88	"Although there is error, exp. & pred. tR are accepted for this candidate (box2)"	box2	TRUE
Candidate_198.9398	O=[P+](O)Cc1cccs1	Unknown	YJTWLYCGNJEDMD			9		[M + K]+		1.46	141.55	141.1	TRUE	4.7	15.19	188.56	"Although there is error, exp. & pred. tR are accepted for this candidate (box2)"	box2	TRUE
Candidate_198.9398	C#CC1CO[P+](=S)OC1	Unknown	PZMCWSOARMFJRP			10		[M + K]+		1.46	141.55	148.8	FALSE	8.88	15.19	411.93	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_202.0855	CCNc1nc(Cl)nc(NCC)n1	Known	ODCWYMIRDDJXKW	1						9.26	142.88	143.9	TRUE	9.39	432.49	439.57	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_202.0855	C=CC(=O)OC1CCCCC1C#N	Known	CCUUCSBUFVYCID		1				[M+Na]+	9.26	142.88	143.2	TRUE	9.77	432.49	459.99	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_202.0855	C=CC(=O)OC1(C#N)CCCCC1	Known	GKCFYVVASVFGER		2				[M+Na]+	9.26	142.88	143.3	TRUE	10.67	432.49	508.18	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_202.0855	C=CC(=O)C1CN=CC(C(C)=O)C1	Known	VCDJWWFCDMGBIG		3				[M+Na]+	9.26	142.88	149.4	FALSE	4.57	432.49	181.44	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_202.0855	C=CCNC(=O)C(C)=CC(=O)C=C	Known	DFHSDGJPZMCKIS		4				[M+Na]+	9.26	142.88	149.9	FALSE	7.75	432.49	351.92	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_202.0855	C=CC1CC(=O)C(C)C(CC#N)O1	Known	RJFUSWBTCRQRLR		5				[M+Na]+	9.26	142.88	145.1	TRUE	7.03	432.49	313.42	"Although there is error, exp. & pred. tR are accepted for this candidate (box2)"	box2	TRUE
Candidate_202.0855	C=CCC1C=NC(CC)=C(O)C1=O	Known	GJHHGUOVLZYTTO		6				[M+Na]+	9.26	142.88	152	FALSE	7.33	432.49	328.99	"Although there is error, exp. & pred. tR are accepted for this candidate (box2)"	box2	TRUE
Candidate_202.0855	CCCCCC1=CC=NC(=O)C1=O	Known	CYCSGKWHFQNUAQ		7				[M+Na]+	9.26	142.88	151.1	FALSE	9.81	432.49	461.73	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_202.0855	N#CC1(C(=O)C2CCCC2)COC1	Known	JGQZRIQATGZRFH		8				[M+Na]+	9.26	142.88	157.4	FALSE	8.61	432.49	397.47	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_202.0855	CC=CCC(C#N)(C=O)CC(C)=O	Known	CVJVRUSTQFDAIZ		9				[M+Na]+	9.26	142.88	145.8	TRUE	8.82	432.49	409.09	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_202.0855	CCCC(=O)c1ccc(=O)n(C)c1	Known	COTMYSWOSDWCOY		10				[M+Na]+	9.26	142.88	150	FALSE	8	432.49	365.18	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_202.0855	Cc1cc(C)nc(NP(N)(N)=O)n1	Known	UZZGMZUJNUTDBD			1		[M + H]+		9.26	142.88	149.6	FALSE	2.42	432.49	66.52	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_202.0855	CC(=N)c1ncc(OP)nc1N	Known	ZJHSNUYMVRHNDK			2		[M + H3N + H]+		9.26	142.88	150.1	FALSE	2.21	432.49	55.11	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_202.0855	Cc1ccc(N2CCc3ccccc32)nc1	Known	SEPUGMWZDFPUSE				1			9.26	142.88	146.8	TRUE	10.88	432.49	519.18	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_202.0855	Cc1ccc(-c2ccccn2)nc1N	Known	IVFLSLHBXWVEFF				4			9.26	142.88	138.6	TRUE	5.92	432.49	253.61	"Although there is error, exp. & pred. tR are accepted for this candidate (box2)"	box2	TRUE
Candidate_202.0855	Cc1cc(-c2ncccc2Cl)ccc1O	Known	FAMXCRPRBRSZQF				9			9.26	142.88	142.9	TRUE	11.8	432.49	568.5	"Although there is error, exp. & pred. tR are accepted for this candidate (box2)"	box2	TRUE
Candidate_202.0855	Oc1ccc2[nH]c(-c3ccccc3Cl)nc2c1	Known	ARGNXZRRGHTOSE				10			9.26	142.88	152.8	FALSE	13.26	432.49	646.54	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_216.1012	CCNc1nc(Cl)nc(NC(C)C)n1	Known	MXWJVTOOROXGIU	1						10.76	149	149.2	TRUE	10.96	512.74	523.37	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_216.1012	CCC(=O)Nc1ccc(Cl)c(Cl)c1	Known	LFULEKSKNZEWOE	5						10.76	149	142.1	FALSE	12.85	512.74	624.44	"Although there is error, exp. & pred. tR are accepted for this candidate (box2)"	box2	TRUE
